enota,leto,spremenljivka,vrednost
204,2015,Urban population (percent growth rate per annum),4.0
204,2015,Rural population (percent growth rate per annum),1.9
204,2018,Urban population (percent),47.3
204,2018,Capital city population (thousands),285
60,2005,Urban population (percent),100.0
60,2005,Urban population (percent growth rate per annum),0.3
60,2005,Rural population (percent growth rate per annum),0.0
60,2010,Urban population (percent),100.0
60,2010,Urban population (percent growth rate per annum),-0.4
60,2010,Rural population (percent growth rate per annum),0.0
60,2015,Urban population (percent),100.0
60,2015,Urban population (percent growth rate per annum),-0.6
60,2015,Rural population (percent growth rate per annum),0.0
60,2018,Urban population (percent),100.0
60,2018,Capital city population (thousands),10
64,2005,Urban population (percent),31.0
64,2005,Urban population (percent growth rate per annum),6.7
64,2005,Rural population (percent growth rate per annum),1.2
64,2010,Urban population (percent),34.8
64,2010,Urban population (percent growth rate per annum),4.4
64,2010,Rural population (percent growth rate per annum),0.9
64,2015,Urban population (percent),38.7
64,2015,Urban population (percent growth rate per annum),3.7
64,2015,Rural population (percent growth rate per annum),0.3
64,2018,Urban population (percent),40.9
64,2018,Capital city population (thousands),203
68,2005,Urban population (percent),64.2
68,2005,Urban population (percent growth rate per annum),2.6
68,2005,Rural population (percent growth rate per annum),0.5
68,2010,Urban population (percent),66.4
68,2010,Urban population (percent growth rate per annum),2.4
68,2010,Rural population (percent growth rate per annum),0.4
68,2015,Urban population (percent),68.4
68,2015,Urban population (percent growth rate per annum),2.1
68,2015,Rural population (percent growth rate per annum),0.4
68,2018,Urban population (percent),69.4
68,2018,Capital city population (thousands),278
535,2005,Urban population (percent),74.8
535,2005,Urban population (percent growth rate per annum),0.0
535,2005,Rural population (percent growth rate per annum),0.2
535,2010,Urban population (percent),74.7
535,2010,Urban population (percent growth rate per annum),7.5
535,2010,Rural population (percent growth rate per annum),7.5
535,2015,Urban population (percent),74.8
535,2015,Urban population (percent growth rate per annum),3.2
535,2015,Rural population (percent growth rate per annum),3.2
535,2018,Urban population (percent),74.9
535,2018,Capital city population (thousands),11
70,2005,Urban population (percent),44.0
70,2005,Urban population (percent growth rate per annum),0.8
70,2005,Rural population (percent growth rate per annum),-0.5
70,2005,Capital city population (thousands),342
70,2005,Capital city population (as a percentage of total population),9.0
70,2005,Capital city population (as a percentage of total urban population),20.6
70,2010,Urban population (percent),45.6
70,2010,Urban population (percent growth rate per annum),0.4
70,2010,Rural population (percent growth rate per annum),-0.9
70,2010,Capital city population (thousands),342
70,2010,Capital city population (as a percentage of total population),9.2
70,2010,Capital city population (as a percentage of total urban population),20.2
70,2015,Urban population (percent),47.2
70,2015,Urban population (percent growth rate per annum),-0.3
70,2015,Rural population (percent growth rate per annum),-1.6
70,2015,Capital city population (thousands),342
70,2015,Capital city population (as a percentage of total population),9.7
70,2015,Capital city population (as a percentage of total urban population),20.5
70,2018,Urban population (percent),48.2
70,2018,Capital city population (thousands),343
72,2005,Urban population (percent),55.9
72,2005,Urban population (percent growth rate per annum),2.4
72,2005,Rural population (percent growth rate per annum),0.2
72,2010,Urban population (percent),62.4
72,2010,Urban population (percent growth rate per annum),3.8
72,2010,Rural population (percent growth rate per annum),-1.5
72,2015,Urban population (percent),67.2
72,2015,Urban population (percent growth rate per annum),3.3
72,2015,Rural population (percent growth rate per annum),-0.9
72,2018,Urban population (percent),69.4
72,2018,Capital city population (thousands),269
76,2005,Urban population (percent),82.8
76,2005,Urban population (percent growth rate per annum),1.7
76,2005,Rural population (percent growth rate per annum),-0.5
76,2005,Capital city population (thousands),"3,301"
76,2005,Capital city population (as a percentage of total population),1.8
76,2005,Capital city population (as a percentage of total urban population),2.1
76,2010,Urban population (percent),84.3
76,2010,Urban population (percent growth rate per annum),1.4
76,2010,Rural population (percent growth rate per annum),-0.8
76,2010,Capital city population (thousands),"3,710"
76,2010,Capital city population (as a percentage of total population),1.9
76,2010,Capital city population (as a percentage of total urban population),2.2
76,2015,Urban population (percent),85.8
76,2015,Urban population (percent growth rate per annum),1.2
76,2015,Rural population (percent growth rate per annum),-1.0
76,2015,Capital city population (thousands),"4,168"
76,2015,Capital city population (as a percentage of total population),2.0
76,2015,Capital city population (as a percentage of total urban population),2.4
76,2018,Urban population (percent),86.6
76,2018,Capital city population (thousands),"4,470"
92,2005,Urban population (percent),43.2
92,2005,Urban population (percent growth rate per annum),3.0
92,2005,Rural population (percent growth rate per annum),1.8
92,2010,Urban population (percent),44.8
92,2010,Urban population (percent growth rate per annum),4.0
92,2010,Rural population (percent growth rate per annum),2.7
92,2015,Urban population (percent),46.6
92,2015,Urban population (percent growth rate per annum),2.8
92,2015,Rural population (percent growth rate per annum),1.4
92,2018,Urban population (percent),47.7
92,2018,Capital city population (thousands),15
96,2005,Urban population (percent),73.2
96,2005,Urban population (percent growth rate per annum),2.4
96,2005,Rural population (percent growth rate per annum),0.4
96,2010,Urban population (percent),75.0
96,2010,Urban population (percent growth rate per annum),1.7
96,2010,Rural population (percent growth rate per annum),-0.1
96,2015,Urban population (percent),76.7
96,2015,Urban population (percent growth rate per annum),1.9
96,2015,Rural population (percent growth rate per annum),0.0
96,2018,Urban population (percent),77.6
96,2018,Capital city population (thousands),41
100,2005,Urban population (percent),70.6
100,2005,Urban population (percent growth rate per annum),-0.3
100,2005,Rural population (percent growth rate per annum),-1.9
100,2005,Capital city population (thousands),"1,169"
100,2005,Capital city population (as a percentage of total population),15.2
100,2005,Capital city population (as a percentage of total urban population),21.6
100,2010,Urban population (percent),72.3
100,2010,Urban population (percent growth rate per annum),-0.3
100,2010,Rural population (percent growth rate per annum),-1.9
100,2010,Capital city population (thousands),"1,216"
100,2010,Capital city population (as a percentage of total population),16.4
100,2010,Capital city population (as a percentage of total urban population),22.7
100,2015,Urban population (percent),74.0
100,2015,Urban population (percent growth rate per annum),-0.2
100,2015,Rural population (percent growth rate per annum),-1.9
100,2015,Capital city population (thousands),"1,256"
100,2015,Capital city population (as a percentage of total population),17.5
100,2015,Capital city population (as a percentage of total urban population),23.6
100,2018,Urban population (percent),75.0
100,2018,Capital city population (thousands),"1,272"
854,2005,Urban population (percent),21.5
854,2005,Urban population (percent growth rate per annum),6.7
854,2005,Rural population (percent growth rate per annum),2.0
854,2005,Capital city population (thousands),"1,328"
854,2005,Capital city population (as a percentage of total population),9.9
854,2005,Capital city population (as a percentage of total urban population),45.9
854,2010,Urban population (percent),24.6
854,2010,Urban population (percent growth rate per annum),5.7
854,2010,Rural population (percent growth rate per annum),2.2
854,2010,Capital city population (thousands),"1,742"
854,2010,Capital city population (as a percentage of total population),11.2
854,2010,Capital city population (as a percentage of total urban population),45.3
854,2015,Urban population (percent),27.5
854,2015,Urban population (percent growth rate per annum),5.2
854,2015,Rural population (percent growth rate per annum),2.2
854,2015,Capital city population (thousands),"2,200"
854,2015,Capital city population (as a percentage of total population),12.2
854,2015,Capital city population (as a percentage of total urban population),44.1
854,2018,Urban population (percent),29.4
854,2018,Capital city population (thousands),"2,531"
